ticker,company_name,sector,year,scrape_status,missing_reason,snapshot_ts,snapshot_url,cdx_query_url,word_count,changed_from_prior,change_confidence,change_description,theme_categories,dominant_theme,register,analyst_notes,ngram_similarity,analysis_method,theme_mission_purpose,theme_customer_centricity,theme_innovation_technology,theme_stakeholder_capitalism,theme_shareholder_value,theme_esg_sustainability,theme_employee_culture,theme_ethics_integrity,theme_global_scale,theme_community_impact
JPM,JPMorgan Chase & Co.,Financials,2024,OK,,20240219083017,https://www.jpmorganchase.com/about,https://web.archive.org/cdx/search/cdx?url=jpmorganchase.com%2Fabout&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20240101&to=20241231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,47,True,HIGH,"Significant content removal including company description, corporate governance section, business structure explanation, and diversity statement.",COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ETHICS_INTEGRITY,ETHICS_INTEGRITY,FORMAL,"The 2024 version shows dramatic content reduction, stripping away specific company context, governance details, and diversity commitments while retaining only high-level principle-based messaging. This simplified approach may signal either a strategic shift toward minimalist communication or potential content management issues, as key corporate information has been removed without clear replacement.",0.3184,llm,0,0,0,0,0,0,1,1,0,1
MS,Morgan Stanley,Financials,2016,OK,,20160714071116,http://www.morganstanley.com:80/about-us,https://web.archive.org/cdx/search/cdx?url=morganstanley.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20160101&to=20161231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,501,,,No prior year available,COMMUNITY_IMPACT|ESG_SUSTAINABILITY|GLOBAL_SCALE|INNOVATION_TECHNOLOGY,COMMUNITY_IMPACT,FORMAL,"The page reads as a corporate heritage narrative rather than traditional mission/values content, emphasizing charitable works and community commitment as core identity markers. Notable emphasis on children's welfare initiatives spanning from 1940s European relief to modern hospital funding suggests deliberate positioning around social responsibility as competitive differentiator.",,llm,0,0,1,0,0,1,0,0,1,1
MS,Morgan Stanley,Financials,2017,OK,,20170701214004,http://www.morganstanley.com/about-us,https://web.archive.org/cdx/search/cdx?url=morganstanley.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20170101&to=20171231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,501,True,HIGH,Added new section 'Dedication to Sustainability' highlighting the Investing with Impact platform and Morgan Stanley Institute for Sustainable Investing initiatives.,COMMUNITY_IMPACT|ESG_SUSTAINABILITY|GLOBAL_SCALE|INNOVATION_TECHNOLOGY,GLOBAL_SCALE,FORMAL,"The page is structured as a historical timeline emphasizing market leadership and global expansion rather than traditional values statements. The 2017 addition of sustainability initiatives appears strategic, likely responding to growing ESG investor demands, though it's positioned as future-looking rather than integrated throughout the firm's history.",1.0,llm,0,0,1,0,0,1,0,0,1,1
MS,Morgan Stanley,Financials,2018,OK,,20180702050329,http://www.morganstanley.com/about-us,https://web.archive.org/cdx/search/cdx?url=morganstanley.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20180101&to=20181231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,501,True,LOW,Added new section on sustainability initiatives including 'Investing with Impact platform' and 'Morgan Stanley Institute for Sustainable Investing'.,COMMUNITY_IMPACT|ESG_SUSTAINABILITY|GLOBAL_SCALE|INNOVATION_TECHNOLOGY,GLOBAL_SCALE,FORMAL,"This is purely a historical timeline rather than a traditional mission/values page, emphasizing growth milestones and market leadership over stated values. The late addition of sustainability content appears tactical given industry pressures, while the heavy focus on 'firsts' and market share suggests a shareholder value orientation despite community messaging.",0.9824,llm,0,0,1,0,0,1,0,0,1,1
MS,Morgan Stanley,Financials,2019,OK,,20190717013833,https://www.morganstanley.com/about-us,https://web.archive.org/cdx/search/cdx?url=morganstanley.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20190101&to=20191231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,501,True,MEDIUM,Added new section on 'Dedication to Sustainability' highlighting Investing with Impact platform and Institute for Sustainable Investing initiatives.,COMMUNITY_IMPACT|ESG_SUSTAINABILITY|GLOBAL_SCALE|INNOVATION_TECHNOLOGY,GLOBAL_SCALE,FORMAL,"This is primarily a chronological corporate history rather than a mission/values statement, emphasizing geographic expansion and market firsts. The 2019 addition of sustainability language appears reactive to ESG pressures, positioned as forward-looking but lacks specific commitments or metrics. The page notably omits explicit values statements or client-focused messaging.",1.0,llm,0,0,1,0,0,1,0,0,1,1
MS,Morgan Stanley,Financials,2020,OK,,20200708060944,https://www.morganstanley.com/about-us,https://web.archive.org/cdx/search/cdx?url=morganstanley.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20200101&to=20201231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,42,True,HIGH,Complete transformation from historical timeline narrative to focused sustainable investing mission statement.,ESG_SUSTAINABILITY|MISSION_PURPOSE,ESG_SUSTAINABILITY,ASPIRATIONAL,Major strategic pivot from comprehensive corporate history to narrow ESG focus suggests sustainability became central to brand positioning by 2020. The absence of traditional financial services messaging and exclusive emphasis on sustainable investing may indicate response to stakeholder pressure or regulatory environment changes.,0.0602,llm,1,0,0,0,0,1,0,0,0,0
MS,Morgan Stanley,Financials,2021,OK,,20210709090054,https://www.morganstanley.com/about-us,https://web.archive.org/cdx/search/cdx?url=morganstanley.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20210101&to=20211231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,42,False,HIGH,No material change - text is identical between years.,COMMUNITY_IMPACT|ESG_SUSTAINABILITY|MISSION_PURPOSE,ESG_SUSTAINABILITY,ASPIRATIONAL,"This focused sustainability messaging shows Morgan Stanley positioning itself as an ESG leader through its Institute for Sustainable Investing. The emphasis on 'private sector capital' and 'large-scale solutions' suggests strategic alignment between profit motives and sustainability goals. However, the lack of specific metrics or commitments creates potential values-washing risk.",1.0,llm,1,0,0,0,0,1,0,0,0,1
MS,Morgan Stanley,Financials,2022,OK,,20220702041019,https://www.morganstanley.com/about-us-governance,https://web.archive.org/cdx/search/cdx?url=morganstanley.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20220101&to=20221231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,164,True,HIGH,Complete shift from sustainability-focused messaging to comprehensive corporate governance framework documentation.,ESG_SUSTAINABILITY|ETHICS_INTEGRITY,ETHICS_INTEGRITY,FORMAL,"The page transformed from inspirational sustainability messaging to procedural governance documentation, suggesting either a different page focus or strategic de-emphasis of sustainability themes. The extensive governance structure reflects regulatory compliance emphasis but lacks forward-looking vision or stakeholder engagement messaging typical of modern corporate communications.",0.0721,llm,0,0,0,0,0,1,0,1,0,0
MS,Morgan Stanley,Financials,2023,OK,,20230701034310,https://www.morganstanley.com/about-us-governance,https://web.archive.org/cdx/search/cdx?url=morganstanley.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20230101&to=20231231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,164,True,MEDIUM,"The Nominating & Governance Committee Charter was renamed to Governance and Sustainability Committee Charter, indicating enhanced focus on sustainability governance.",ESG_SUSTAINABILITY|ETHICS_INTEGRITY,ETHICS_INTEGRITY,FORMAL,"This is purely a governance structure page rather than mission/values content, emphasizing compliance and risk management frameworks. The committee name change to include 'Sustainability' reflects ESG integration into board oversight, though the page lacks inspirational messaging about purpose or stakeholder value creation typical of About Us sections.",0.9732,llm,0,0,0,0,0,1,0,1,0,0
MS,Morgan Stanley,Financials,2024,OK,,20240703044621,https://www.morganstanley.com/about-us,https://web.archive.org/cdx/search/cdx?url=morganstanley.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20240101&to=20241231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,42,True,HIGH,Complete shift from comprehensive corporate governance documentation to focused sustainable investing messaging.,ESG_SUSTAINABILITY|MISSION_PURPOSE|STAKEHOLDER_CAPITALISM,ESG_SUSTAINABILITY,ASPIRATIONAL,"The transformation from detailed governance frameworks to aspirational sustainability messaging represents a significant strategic communication shift, potentially signaling Morgan Stanley's attempt to lead in ESG finance while possibly reducing emphasis on traditional corporate accountability structures.",0.0754,llm,1,0,0,1,0,1,0,0,0,0
SPGI,S&P Global Inc.,Financials,2016,MISSING,all_hints_exhausted,,,https://web.archive.org/cdx/search/cdx?url=spglobal.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20160101&to=20161231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,0,,,No text — snapshot missing or blocked.,,,,No text; analysis skipped.,,skipped,0,0,0,0,0,0,0,0,0,0
SPGI,S&P Global Inc.,Financials,2017,MISSING,all_hints_exhausted,,,https://web.archive.org/cdx/search/cdx?url=spglobal.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20170101&to=20171231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,0,,,No text — snapshot missing or blocked.,,,,No text; analysis skipped.,,skipped,0,0,0,0,0,0,0,0,0,0
SPGI,S&P Global Inc.,Financials,2018,OK,,20180924195901,https://www.spglobal.com/en/who-we-are/our-people/,https://web.archive.org/cdx/search/cdx?url=spglobal.com%2Fen%2Fwho-we-are%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20180101&to=20181231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,596,,,No prior year available,CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE,EMPLOYEE_CULTURE,FORMAL,"This page focuses almost exclusively on organizational structure and leadership hierarchy rather than traditional mission/values content. The minimal thematic messaging emphasizes performance culture as a driver of customer success, suggesting a business-first approach with limited discussion of broader stakeholder value or ESG considerations.",,llm,0,1,0,0,0,0,1,0,0,0
SPGI,S&P Global Inc.,Financials,2019,OK,,20190703182008,https://www.spglobal.com/en/who-we-are/corporate-responsibility/overview,https://web.archive.org/cdx/search/cdx?url=spglobal.com%2Fen%2Fwho-we-are%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20190101&to=20191231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,676,True,HIGH,Completely shifted from executive leadership profiles to comprehensive corporate responsibility and ESG focus with detailed community impact initiatives.,COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ESG_SUSTAINABILITY|STAKEHOLDER_CAPITALISM,ESG_SUSTAINABILITY,ASPIRATIONAL,Strategic pivot from traditional leadership showcase to comprehensive ESG positioning reflects 2019 stakeholder capitalism zeitgeist. Heavy quantification of impact metrics ($8.7T sustainable investments) suggests defensive positioning against ESG skepticism. The integration of corporate responsibility with core business intelligence capabilities positions S&P as ESG infrastructure provider rather than just data vendor.,0.1686,llm,0,0,0,1,0,1,1,0,0,1
SPGI,S&P Global Inc.,Financials,2020,OK,,20200701154019,https://www.spglobal.com/en/who-we-are/corporate-responsibility/overview,https://web.archive.org/cdx/search/cdx?url=spglobal.com%2Fen%2Fwho-we-are%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20200101&to=20201231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,636,False,HIGH,No material change detected between 2019 and 2020 versions.,COMMUNITY_IMPACT|ESG_SUSTAINABILITY|ETHICS_INTEGRITY|STAKEHOLDER_CAPITALISM,ESG_SUSTAINABILITY,ASPIRATIONAL,S&P Global positions itself as an ESG analytics provider while emphasizing societal impact through skills development and inclusive economics. The content heavily focuses on external stakeholder benefits rather than traditional shareholder value creation. Notable quantification of skills gap statistics ($8.7 trillion sustainable investments) provides credibility to their ESG market positioning.,0.9342,llm,0,0,0,1,0,1,0,1,0,1
SPGI,S&P Global Inc.,Financials,2021,OK,,20210708033726,https://www.spglobal.com/en/who-we-are/corporate-responsibility/foundation/,https://web.archive.org/cdx/search/cdx?url=spglobal.com%2Fen%2Fwho-we-are%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20210101&to=20211231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,149,True,HIGH,Shifted from comprehensive corporate responsibility narrative to narrow foundation grant guidelines focused on legal compliance and eligibility criteria.,COMMUNITY_IMPACT|ETHICS_INTEGRITY,COMMUNITY_IMPACT,FORMAL,"The 2021 text represents a dramatic narrowing from the prior year's expansive corporate responsibility vision to procedural foundation guidelines. This shift eliminates previously prominent themes like skills development, inclusive economy, and sustainability, replacing them with legal compliance language and restrictive grant criteria that may signal reduced corporate social engagement.",0.1555,llm,0,0,0,0,0,0,0,1,0,1
SPGI,S&P Global Inc.,Financials,2022,OK,,20220710151231,https://www.spglobal.com/en/who-we-are/,https://web.archive.org/cdx/search/cdx?url=spglobal.com%2Fen%2Fwho-we-are%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20220101&to=20221231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,196,True,HIGH,Content shifted from foundation grant guidelines and anti-discrimination policies to merger announcement and global economic analysis.,COMMUNITY_IMPACT|GLOBAL_SCALE|INNOVATION_TECHNOLOGY|STAKEHOLDER_CAPITALISM,GLOBAL_SCALE,FORMAL,"The 2022 content positions S&P Global as a global economic intelligence provider following the IHS Markit merger, emphasizing their role in analyzing worldwide economic conditions. The shift from foundation-focused messaging to merger integration and geopolitical analysis reflects strategic repositioning as a comprehensive data and insights company. The absence of specific values statements or operational principles suggests this may be excerpted content rather than a comprehensive about page.",0.2137,llm,0,0,1,1,0,0,0,0,1,1
SPGI,S&P Global Inc.,Financials,2023,OK,,20230710112018,https://www.spglobal.com/en/who-we-are/corporate-responsibility/,https://web.archive.org/cdx/search/cdx?url=spglobal.com%2Fen%2Fwho-we-are%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20230101&to=20231231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,497,True,HIGH,Complete shift from business-focused merger messaging to comprehensive corporate responsibility and community impact focus with detailed metrics and rankings.,COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ESG_SUSTAINABILITY|STAKEHOLDER_CAPITALISM,COMMUNITY_IMPACT,ASPIRATIONAL,"The page heavily emphasizes community impact with extensive quantified metrics and rankings, suggesting a deliberate positioning as a socially responsible corporation. Notable absence of core business mission or customer value proposition, with content reading more like a CSR report than traditional About Us messaging.",0.2159,llm,0,0,0,1,0,1,1,0,0,1
SPGI,S&P Global Inc.,Financials,2024,OK,,20240706174954,https://www.spglobal.com/en/who-we-are/about-sp-global,https://web.archive.org/cdx/search/cdx?url=spglobal.com%2Fen%2Fwho-we-are%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20240101&to=20241231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,217,True,HIGH,Shifted from detailed community impact and CSR focus to core business value proposition emphasizing data intelligence and market positioning.,CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|GLOBAL_SCALE|INNOVATION_TECHNOLOGY,CUSTOMER_CENTRICITY,FORMAL,"Notable strategic pivot from CSR-heavy messaging to core business value emphasis, positioning Essential Intelligence as the central brand. The removal of specific community impact metrics and ESG details suggests a refocus on commercial differentiation over stakeholder capitalism messaging, which may indicate shifting investor or market priorities.",0.2444,llm,0,1,1,0,0,0,1,0,1,0
WFC,Wells Fargo & Company,Financials,2016,OK,,20160708075953,https://www.wellsfargo.com/about/,https://web.archive.org/cdx/search/cdx?url=wellsfargo.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20160101&to=20161231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,232,,,No prior year available,COMMUNITY_IMPACT|CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|STAKEHOLDER_CAPITALISM,COMMUNITY_IMPACT,ASPIRATIONAL,Page heavily emphasizes community investment and social impact over financial performance metrics. Notable absence of explicit ethics or integrity messaging despite banking sector expectations. The emphasis on being the largest lender positions scale as a community benefit rather than commercial achievement.,,llm,0,1,0,1,0,0,1,0,0,1
WFC,Wells Fargo & Company,Financials,2017,OK,,20170701110129,https://www.wellsfargo.com/about/,https://web.archive.org/cdx/search/cdx?url=wellsfargo.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20170101&to=20171231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,234,True,LOW,Minor language shift from 'helping communities succeed' to 'creating solutions for stronger communities'.,COMMUNITY_IMPACT|CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|MISSION_PURPOSE,COMMUNITY_IMPACT,ASPIRATIONAL,"Heavy emphasis on community investment and social impact messaging, notably absent of explicit profit or shareholder value language. The consistent 20+ year values messaging suggests institutional stability during a period when Wells Fargo faced significant regulatory scrutiny. Risk of values-washing given the gap between aspirational community language and actual business practices during this timeframe.",0.9609,llm,1,1,0,0,0,0,1,0,0,1
WFC,Wells Fargo & Company,Financials,2018,OK,,20180704174915,https://www.wellsfargo.com/about/,https://web.archive.org/cdx/search/cdx?url=wellsfargo.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20180101&to=20181231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,180,True,HIGH,Content significantly reduced from community-focused narrative to basic navigation structure. Vision and values messaging largely removed.,COMMUNITY_IMPACT|STAKEHOLDER_CAPITALISM,COMMUNITY_IMPACT,CONVERSATIONAL,The 2018 page shows dramatic reduction in values content compared to 2017's extensive community-focused messaging. This shift from aspirational community commitment to basic navigation suggests potential reputational management following Wells Fargo's account fraud scandals. The removal of explicit vision and values statements is strategically notable for a major financial institution.,0.342,llm,0,0,0,1,0,0,0,0,0,1
WFC,Wells Fargo & Company,Financials,2019,OK,,20190709170333,https://www.wellsfargo.com/about/,https://web.archive.org/cdx/search/cdx?url=wellsfargo.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20190101&to=20191231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,180,False,HIGH,No material change - identical content across both years.,COMMUNITY_IMPACT|EMPLOYEE_CULTURE|STAKEHOLDER_CAPITALISM,STAKEHOLDER_CAPITALISM,CONVERSATIONAL,"The page emphasizes Wells Fargo's scale and community impact through lending statistics, positioning the bank as a stakeholder-oriented institution. Notable absence of explicit mission statement or values despite 'Who We Are' section mention. The employment statistic attempts to demonstrate workplace attractiveness during a period when Wells Fargo faced significant reputational challenges.",1.0,llm,0,0,0,1,0,0,1,0,0,1
WFC,Wells Fargo & Company,Financials,2020,OK,,20200701175034,https://www.wellsfargo.com/about/,https://web.archive.org/cdx/search/cdx?url=wellsfargo.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20200101&to=20201231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,127,True,MEDIUM,"Removed specific quantitative claims about lending volumes and employee statistics, simplified social media section, and refined messaging tone.",COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ETHICS_INTEGRITY|STAKEHOLDER_CAPITALISM,COMMUNITY_IMPACT,FORMAL,"Wells Fargo strategically removed concrete performance claims like 'loan more money than any other bank' and '1 in 500 Americans' statistic, suggesting a shift toward more cautious messaging likely influenced by regulatory scrutiny. The emphasis on 'responsible lending' and community impact appears to be reputation management following past compliance issues.",0.6391,llm,0,0,0,1,0,0,1,1,0,1
WFC,Wells Fargo & Company,Financials,2021,OK,,20210725214331,https://www.wellsfargo.com/about/,https://web.archive.org/cdx/search/cdx?url=wellsfargo.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20210101&to=20211231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,127,False,HIGH,No material change detected between 2020 and 2021 text.,COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ETHICS_INTEGRITY|STAKEHOLDER_CAPITALISM,STAKEHOLDER_CAPITALISM,FORMAL,"This navigation-style page emphasizes stakeholder value through community impact and responsible lending rather than traditional shareholder messaging. The consistent framing as a 'top employer' and focus on 'stronger communities' suggests positioning away from profit maximization toward broader social responsibility, likely reflecting post-scandal reputation management efforts.",1.0,llm,0,0,0,1,0,0,1,1,0,1
WFC,Wells Fargo & Company,Financials,2022,OK,,20220713204334,https://www.wellsfargo.com/about/,https://web.archive.org/cdx/search/cdx?url=wellsfargo.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20220101&to=20221231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,127,False,HIGH,No material change between 2021 and 2022 text.,COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ETHICS_INTEGRITY|STAKEHOLDER_CAPITALISM,STAKEHOLDER_CAPITALISM,FORMAL,"Wells Fargo emphasizes stakeholder value through community impact and responsible lending, likely addressing reputational challenges from past scandals. The consistent messaging across years suggests established positioning rather than strategic pivot. Notable absence of explicit innovation or technology themes despite being a major financial institution in digital transformation era.",1.0,llm,0,0,0,1,0,0,1,1,0,1
WFC,Wells Fargo & Company,Financials,2023,OK,,20230701233000,https://www.wellsfargo.com/about/,https://web.archive.org/cdx/search/cdx?url=wellsfargo.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20230101&to=20231231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,127,True,LOW,Minor reordering of financial metrics terminology from 'Stock Price and Dividends' to 'Dividends and Stock Price'.,COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ETHICS_INTEGRITY|STAKEHOLDER_CAPITALISM,STAKEHOLDER_CAPITALISM,CONVERSATIONAL,"This appears to be a navigation menu rather than substantive mission/values content, limiting meaningful analysis. The emphasis on community impact and responsible lending suggests stakeholder-oriented messaging, but the lack of concrete mission statements or values makes it difficult to assess authenticity versus surface-level positioning.",0.973,llm,0,0,0,1,0,0,1,1,0,1
WFC,Wells Fargo & Company,Financials,2024,OK,,20240701110220,https://www.wellsfargo.com/about/,https://web.archive.org/cdx/search/cdx?url=wellsfargo.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20240101&to=20241231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,127,False,HIGH,No material change detected between 2023 and 2024 versions.,COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ETHICS_INTEGRITY|STAKEHOLDER_CAPITALISM,STAKEHOLDER_CAPITALISM,FORMAL,"This appears to be navigation content rather than substantive About Us messaging, focusing heavily on stakeholder-oriented language around community impact and responsible lending. The emphasis on being a 'top employer' and community solutions suggests defensive positioning, likely addressing Wells Fargo's historical regulatory and reputational challenges. The lack of substantive mission or values content in this snapshot limits strategic assessment of actual corporate positioning.",1.0,llm,0,0,0,1,0,0,1,1,0,1
ABBV,AbbVie Inc.,Healthcare,2016,OK,,20160712213952,http://www.abbvie.com:80/about-us/awards-recognition.html,https://web.archive.org/cdx/search/cdx?url=abbvie.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20160101&to=20161231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,1214,,,No prior year available,COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ESG_SUSTAINABILITY|INNOVATION_TECHNOLOGY,ESG_SUSTAINABILITY,FORMAL,"AbbVie presents an extensive awards-focused narrative emphasizing third-party ESG validation rather than self-articulated values or mission. The heavy concentration on diversity, sustainability indices, and community recognition suggests a defensive corporate reputation strategy typical of pharmaceutical companies facing public scrutiny. Notable absence of patient-centricity messaging despite healthcare sector positioning.",,llm,0,0,1,0,0,1,1,0,0,1
ABBV,AbbVie Inc.,Healthcare,2017,OK,,20170503172451,https://www.abbvie.com/our-company.html,https://web.archive.org/cdx/search/cdx?url=abbvie.com%2Four-company.html&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20170101&to=20171231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,452,True,HIGH,Complete restructure from awards-focused content to comprehensive mission-driven narrative with strategic focus areas and global impact metrics.,CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|ETHICS_INTEGRITY|GLOBAL_SCALE|INNOVATION_TECHNOLOGY|MISSION_PURPOSE,MISSION_PURPOSE,ASPIRATIONAL,"AbbVie transformed from recognition-heavy content to mission-centric positioning emphasizing patient impact and scientific innovation. The new structure integrates quantified global reach (170+ countries, 30+ million patients) with therapeutic focus areas, suggesting strategic confidence and market positioning. The 'People. Passion. Possibilities.' tagline and emphasis on collaborative partnerships indicates brand evolution toward emotional connection while maintaining scientific credibility.",0.267,llm,1,1,1,0,0,0,1,1,1,0
